Institute Name,CourseName,Followers,type,Location,Day
version it,"aws,devops",129.0,post,hyderabad,tuesday
version it,"aws,devops",129.0,post,hyderabad,friday
version it,"aws,devops",129.0,post,hyderabad,thursday
version it,"aws,devops",129.0,post,hyderabad,wednesday
version it,"aws,devops",129.0,post,hyderabad,tuesday
version it,"aws,devops",129.0,post,hyderabad,wednesday
version it,"aws,devops",129.0,post,hyderabad,friday
version it,"aws,devops",129.0,post,hyderabad,wednesday
version it,"aws,devops",129.0,post,hyderabad,wednesday
version it,"aws,devops",129.0,post,hyderabad,tuesday
version it,"aws,devops",129.0,post,hyderabad,monday
version it,"aws,devops",129.0,post,hyderabad,saturday
version it,"aws,devops",129.0,post,hyderabad,monday
version it,"aws,devops",129.0,post,hyderabad,monday
version it,"aws,devops",129.0,post,hyderabad,monday
version it,"aws,devops",129.0,post,hyderabad,wednesday
version it,"aws,devops",129.0,post,hyderabad,saturday
version it,"aws,devops",129.0,post,hyderabad,wednesday
version it,"aws,devops",129.0,post,hyderabad,friday
version it,"aws,devops",129.0,post,hyderabad,saturday
version it,"aws,devops",129.0,post,hyderabad,monday
version it,"aws,devops",129.0,post,hyderabad,thursday
version it,"aws,devops",129.0,post,hyderabad,thursday
version it,"aws,devops",129.0,post,hyderabad,friday
version it,"aws,devops",129.0,post,hyderabad,saturday
version it,"aws,devops",129.0,post,hyderabad,monday
version it,dataskills,129.0,reel,hyderabad,monday
version it,"aws,devops",129.0,reel,hyderabad,sunday
version it,"aws,devops",129.0,reel,hyderabad,monday
teksacademy,"aws,devops",9142.0,post,hyderabad,tuesday
teksacademy,"aws,devops",9142.0,reel,hyderabad,thursday
teksacademy,"aws,devops",9142.0,post,hyderabad,monday
teksacademy,"aws,devops",9142.0,post,hyderabad,thursday
teksacademy,"aws,devops",9142.0,post,hyderabad,tuesday
teksacademy,"aws,devops",9142.0,reel,hyderabad,saturday
teksacademy,"aws,devops",9142.0,post,hyderabad,friday
teksacademy,"aws,devops",9142.0,post,hyderabad,monday
teksacademy,"aws,devops",9142.0,reel,hyderabad,friday
teksacademy,"aws,devops",9142.0,post,hyderabad,sunday
teksacademy,"aws,devops",9142.0,reel,hyderabad,monday
teksacademy,"aws,devops",9142.0,post,hyderabad,wednesday
teksacademy,"aws,devops",9142.0,post,hyderabad,monday
teksacademy,"aws,devops",9142.0,post,hyderabad,thursday
teksacademy,"aws,devops",9142.0,post,hyderabad,thursday
teksacademy,"aws,devops",9142.0,post,hyderabad,thursday
teksacademy,"aws,devops",9142.0,post,hyderabad,monday
teksacademy,"aws,devops",9142.0,reel,hyderabad,friday
teksacademy,"aws,devops",9142.0,post,hyderabad,sunday
teksacademy,"aws,devops",9142.0,reel,hyderabad,monday
teksacademy,"aws,devops",9142.0,post,hyderabad,wednesday
teksacademy,"aws,devops",9142.0,post,hyderabad,monday
teksacademy,"aws,devops",9142.0,post,hyderabad,thursday
teksacademy,"aws,devops",9142.0,post,hyderabad,thursday
teksacademy,"aws,devops",9142.0,reel,hyderabad,friday
teksacademy,"aws,devops",9142.0,post,hyderabad,sunday
teksacademy,"aws,devops",9142.0,reel,hyderabad,monday
teksacademy,"aws,devops",9142.0,reel,hyderabad,wednesday
teksacademy,"aws,devops",9142.0,post,hyderabad,monday
teksacademy,"aws,devops",9142.0,post,hyderabad,thursday
teksacademy,"aws,devops",9142.0,post,hyderabad,monday
teksacademy,"aws,devops",9142.0,reel,hyderabad,friday
teksacademy,"aws,devops",9142.0,post,hyderabad,sunday
teksacademy,dataskills,9142.0,reel,hyderabad,monday
teksacademy,"aws,devops",9142.0,post,hyderabad,wednesday
teksacademy,"aws,devops",9142.0,post,hyderabad,sunday
saidemy,"aws,devops",6406.0,post,hyderabad,sunday
social prachar,"aws,devops",6406.0,post,hyderabad,thursday
saidemy,dataskills,6406.0,post,hyderabad,friday
saidemy,"aws,devops",6406.0,post,hyderabad,wednesday
saidemy,"aws,devops",6406.0,post,hyderabad,wednesday
saidemy,"aws,devops",6406.0,post,hyderabad,monday
saidemy,"aws,devops",6406.0,post,hyderabad,monday
saidemy,"aws,devops",6406.0,reel,hyderabad,wednesday
saidemy,"aws,devops",6406.0,post,hyderabad,saturday
saidemy,dataskills,6406.0,post,hyderabad,monday
srish technology,"aws,devops",114.0,post,hyderabad,wednesday
srish technology,"aws,devops",114.0,post,hyderabad,wednesday
srish technology,"aws,devops",114.0,post,hyderabad,sunday
srish technology,"aws,devops",114.0,post,hyderabad,wednesday
srish technology,dataskills,114.0,post,hyderabad,sunday
social prachar,"aws,devops",114.0,post,hyderabad,friday
srish technology,"aws,devops",114.0,post,hyderabad,wednesday
srish technology,"aws,devops",114.0,reel,hyderabad,friday
srish technology,"aws,devops",114.0,post,hyderabad,wednesday
srish technology,dataskills,114.0,post,hyderabad,wednesday
srish technology,"aws,devops",114.0,post,hyderabad,sunday
social prachar,"aws,devops",114.0,post,hyderabad,saturday
srish technology,dataskills,114.0,reel,hyderabad,wednesday
srish technology,dataskills,114.0,post,hyderabad,wednesday
srish technology,"aws,devops",114.0,reel,hyderabad,friday
srish technology,"aws,devops",114.0,reel,hyderabad,wednesday
srish technology,"aws,devops",114.0,reel,hyderabad,sunday
srish technology,dataskills,114.0,reel,hyderabad,wednesday
srish technology,"aws,devops",114.0,reel,hyderabad,wednesday
srish technology,"aws,devops",114.0,reel,hyderabad,wednesday
version it,"azure,devops",129.0,reel,hyderabad,thursday
version it,dataskills,129.0,reel,hyderabad,thursday
srish technology,"aws,devops",114.0,post,hyderabad,wednesday
srish technology,dataskills,114.0,reel,hyderabad,sunday
