Institute Name,CourseName,Followers,type,Location,Day,Reach
harsha trainings,gcp,7308.0,post,hyderabad,tuesday,low
harsha trainings,"azure,devops",7308.0,post,hyderabad,tuesday,low
harsha trainings,"aws,devops",7308.0,post,hyderabad,tuesday,low
harsha trainings,"azure,devops",7308.0,post,hyderabad,tuesday,low
harsha trainings,"aws,devops",7308.0,post,hyderabad,tuesday,low
harsha trainings,"azure,devops",7308.0,post,hyderabad,tuesday,low
harsha trainings,"aws,devops",7308.0,post,hyderabad,thursday,moderate
harsha trainings,"aws,devops",7308.0,post,hyderabad,friday,low
teksacademy,"aws,devops",9038.0,post,hyderabad,saturday,low
teksacademy,"aws,devops",9038.0,reel,hyderabad,saturday,moderate
teksacademy,"aws,devops",9038.0,post,hyderabad,tuesday,moderate
teksacademy,"aws,devops",9038.0,reel,hyderabad,saturday,low
teksacademy,"aws,devops",9038.0,post,hyderabad,saturday,low
teksacademy,"aws,devops",9038.0,post,hyderabad,monday,low
teksacademy,"aws,devops",9038.0,reel,hyderabad,friday,low
teksacademy,"aws,devops",9038.0,post,hyderabad,wednesday,low
teksacademy,"aws,devops",9038.0,post,hyderabad,saturday,moderate
teksacademy,"aws,devops",9038.0,post,hyderabad,thursday,low
vcube software solutions,"azure,devops",54368.0,reel,hyderabad,saturday,low
vcube software solutions,"azure,devops",54368.0,reel,hyderabad,friday,moderate
vcube software solutions,"azure,devops",54368.0,reel,hyderabad,saturday,low
vcube software solutions,dataskills,54368.0,reel,hyderabad,saturday,high
vcube software solutions,"aws,devops",54368.0,reel,hyderabad,thursday,low
vcube software solutions,"aws,devops",54368.0,reel,hyderabad,monday,low
vcube software solutions,dataskills,54368.0,post,hyderabad,thursday,low
vcube software solutions,"aws,devops",10226.0,reel,hyderabad,saturday,low
vcube software solutions,"aws,devops",54368.0,reel,hyderabad,tuesday,low
vcube software solutions,dataskills,54368.0,reel,hyderabad,friday,low
vcube software solutions,"aws,devops",54368.0,reel,hyderabad,saturday,low
vcube software solutions,"aws,devops",10226.0,reel,hyderabad,thursday,low
vcube software solutions,dataskills,54368.0,reel,hyderabad,friday,low
vcube software solutions,"aws,devops",54368.0,reel,hyderabad,friday,low
vcube software solutions,"aws,devops",54368.0,post,hyderabad,monday,low
vcube software solutions,"azure,devops",54368.0,post,hyderabad,monday,low
vcube software solutions,gcp,54368.0,post,hyderabad,thursday,moderate
vcube software solutions,"azure,devops",54368.0,reel,hyderabad,monday,low
vcube software solutions,"azure,devops",54368.0,reel,hyderabad,friday,low
vcube software solutions,"aws,devops",54368.0,post,hyderabad,friday,low
vcube software solutions,"aws,devops",54368.0,post,hyderabad,wednesday,low
version it,"aws,devops",129.0,post,hyderabad,thursday,low
version it,"aws,devops",129.0,post,hyderabad,friday,moderate
version it,"aws,devops",129.0,post,hyderabad,wednesday,high
version it,"aws,devops",129.0,post,hyderabad,sunday,low
version it,"aws,devops",129.0,post,hyderabad,tuesday,low
version it,"aws,devops",129.0,post,hyderabad,friday,low
version it,"aws,devops",129.0,post,hyderabad,thursday,moderate
version it,"aws,devops",129.0,post,hyderabad,wednesday,high
version it,"aws,devops",129.0,post,hyderabad,tuesday,low
version it,"aws,devops",129.0,post,hyderabad,wednesday,low
version it,"aws,devops",129.0,post,hyderabad,friday,high
version it,"aws,devops",129.0,post,hyderabad,wednesday,low
version it,"aws,devops",129.0,post,hyderabad,wednesday,low
version it,"aws,devops",129.0,post,hyderabad,tuesday,low
version it,"aws,devops",129.0,post,hyderabad,monday,low
version it,"aws,devops",129.0,post,hyderabad,saturday,low
version it,"aws,devops",129.0,post,hyderabad,monday,low
version it,"aws,devops",129.0,post,hyderabad,monday,low
version it,"aws,devops",129.0,post,hyderabad,monday,moderate
version it,"aws,devops",129.0,post,hyderabad,wednesday,low
version it,"aws,devops",129.0,post,hyderabad,saturday,moderate
version it,"aws,devops",129.0,post,hyderabad,wednesday,high
version it,"aws,devops",129.0,post,hyderabad,friday,low
version it,"aws,devops",129.0,post,hyderabad,saturday,low
version it,"aws,devops",129.0,post,hyderabad,monday,low
version it,"aws,devops",129.0,post,hyderabad,thursday,low
version it,"aws,devops",129.0,post,hyderabad,thursday,low
version it,"aws,devops",129.0,post,hyderabad,friday,moderate
version it,"aws,devops",129.0,post,hyderabad,saturday,low
version it,"aws,devops",129.0,post,hyderabad,monday,moderate
version it,dataskills,129.0,reel,hyderabad,monday,high
version it,"aws,devops",129.0,reel,hyderabad,sunday,low
version it,"aws,devops",129.0,reel,hyderabad,monday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,tuesday,low
teksacademy,"aws,devops",9142.0,reel,hyderabad,thursday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,monday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,thursday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,tuesday,high
teksacademy,"aws,devops",9142.0,reel,hyderabad,saturday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,friday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,monday,low
teksacademy,"aws,devops",9142.0,reel,hyderabad,friday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,sunday,low
teksacademy,"aws,devops",9142.0,reel,hyderabad,monday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,wednesday,high
teksacademy,"aws,devops",9142.0,post,hyderabad,monday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,thursday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,thursday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,thursday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,monday,low
teksacademy,"aws,devops",9142.0,reel,hyderabad,friday,moderate
teksacademy,"aws,devops",9142.0,post,hyderabad,sunday,low
teksacademy,"aws,devops",9142.0,reel,hyderabad,monday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,wednesday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,monday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,thursday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,thursday,high
teksacademy,"aws,devops",9142.0,reel,hyderabad,friday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,sunday,moderate
teksacademy,"aws,devops",9142.0,reel,hyderabad,monday,low
teksacademy,"aws,devops",9142.0,reel,hyderabad,wednesday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,monday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,thursday,high
teksacademy,"aws,devops",9142.0,post,hyderabad,monday,moderate
teksacademy,"aws,devops",9142.0,reel,hyderabad,friday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,sunday,moderate
teksacademy,dataskills,9142.0,reel,hyderabad,monday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,wednesday,low
teksacademy,"aws,devops",9142.0,post,hyderabad,sunday,low
saidemy,"aws,devops",6406.0,post,hyderabad,sunday,low
social prachar,"aws,devops",6406.0,post,hyderabad,thursday,low
saidemy,dataskills,6406.0,post,hyderabad,friday,low
saidemy,"aws,devops",6406.0,post,hyderabad,wednesday,moderate
saidemy,"aws,devops",6406.0,post,hyderabad,wednesday,low
saidemy,"aws,devops",6406.0,post,hyderabad,monday,high
saidemy,"aws,devops",6406.0,post,hyderabad,monday,low
saidemy,"aws,devops",6406.0,reel,hyderabad,wednesday,low
saidemy,"aws,devops",6406.0,post,hyderabad,saturday,low
saidemy,dataskills,6406.0,post,hyderabad,monday,low
srish technology,"aws,devops",114.0,post,hyderabad,wednesday,low
srish technology,"aws,devops",114.0,post,hyderabad,wednesday,low
srish technology,"aws,devops",114.0,post,hyderabad,sunday,high
srish technology,"aws,devops",114.0,post,hyderabad,wednesday,moderate
srish technology,dataskills,114.0,post,hyderabad,sunday,low
social prachar,"aws,devops",114.0,post,hyderabad,friday,moderate
srish technology,"aws,devops",114.0,post,hyderabad,wednesday,low
srish technology,"aws,devops",114.0,reel,hyderabad,friday,moderate
srish technology,"aws,devops",114.0,post,hyderabad,wednesday,low
srish technology,dataskills,114.0,post,hyderabad,wednesday,low
srish technology,"aws,devops",114.0,post,hyderabad,sunday,low
social prachar,"aws,devops",114.0,post,hyderabad,saturday,high
srish technology,dataskills,114.0,reel,hyderabad,wednesday,low
srish technology,dataskills,114.0,post,hyderabad,wednesday,low
srish technology,"aws,devops",114.0,reel,hyderabad,friday,low
srish technology,"aws,devops",114.0,reel,hyderabad,wednesday,low
srish technology,"aws,devops",114.0,reel,hyderabad,sunday,low
srish technology,dataskills,114.0,reel,hyderabad,wednesday,low
srish technology,"aws,devops",114.0,reel,hyderabad,wednesday,low
srish technology,"aws,devops",114.0,reel,hyderabad,wednesday,low
version it,"azure,devops",129.0,reel,hyderabad,thursday,low
version it,dataskills,129.0,reel,hyderabad,thursday,low
srish technology,"aws,devops",114.0,post,hyderabad,wednesday,moderate
srish technology,dataskills,114.0,reel,hyderabad,sunday,low
